parcel_id,street_number,street_name,apn,first_seen_at,last_drilled_at
2501-2nd-st,2501,2ND ST,,2026-06-07,2026-06-07
2501-6th-st,2501,6TH ST,,2026-06-07,2026-06-07
2501-7th-st,2501,7TH ST,4287002009,2026-06-07,2026-06-07
2501-beverley-ave,2501,BEVERLEY AVE,4287003005,2026-06-07,2026-06-07
2501-centinela-ave,2501,CENTINELA AVE,4270010091,2026-06-07,2026-06-07
2501-la-mesa-dr,2501,LA MESA DR,4407021025,2026-06-07,2026-06-07
2501-ocean-park-blvd,2501,OCEAN PARK BLVD,4270012047,2026-06-07,2026-06-07
2501-pico-blvd,2501,PICO BLVD,4274007009,2026-06-07,2026-06-07
2502-16th-st,2502,16TH ST,4284026017,2026-06-07,2026-06-07
2502-20th-st,2502,20TH ST,4273020018,2026-06-07,2026-06-07
2502-28th-st,2502,28TH ST,,2026-06-07,2026-06-07
2502-2nd-st,2502,2ND ST,4288001041,2026-06-07,2026-06-07
2502-32nd-st,2502,32ND ST,,2026-06-07,2026-06-07
2502-5th-st,2502,5TH ST,4287007032,2026-06-07,2026-06-07
2502-7th-st,2502,7TH ST,,2026-06-07,2026-06-07
2502-arizona-ave,2502,ARIZONA AVE,4276021020,2026-06-07,2026-06-07
2502-euclid-st,2502,EUCLID ST,4284024012,2026-06-07,2026-06-07
2502-marguerita-ave,2502,MARGUERITA AVE,,2026-06-07,2026-06-07
2502-montana-ave,2502,MONTANA AVE,,2026-06-07,2026-06-07
2503-20th-st,2503,20TH ST,4273019007,2026-06-07,2026-06-07
2503-21st-st,2503,21ST ST,,2026-06-07,2026-06-07
2503-28th-st,2503,28TH ST,4270015049,2026-06-07,2026-06-07
2503-3rd-st,2503,3RD ST,4287008019,2026-06-07,2026-06-07
2503-7th-st,2503,7TH ST,4287002009,2026-06-07,2026-06-07
2504-11th-st,2504,11TH ST,4284009020,2026-06-07,2026-06-07
2504-3rd-st,2504,3RD ST,,2026-06-07,2026-06-07
2504-euclid-st,2504,EUCLID ST,4284024012,2026-06-07,2026-06-07
2505-10th-st,2505,10TH ST,4284009011,2026-06-07,2026-06-07
2505-14th-st,2505,14TH ST,4284026002,2026-06-07,2026-06-07
2505-20th-st,2505,20TH ST,4273019008,2026-06-07,2026-06-07
2505-4th-st,2505,4TH ST,4287007040,2026-06-07,2026-06-07
2505-7th-st,2505,7TH ST,4287002009,2026-06-07,2026-06-07
2505-cloverfield-blvd,2505,CLOVERFIELD BLVD,,2026-06-07,2026-06-07
2506-16th-st,2506,16TH ST,4284026017,2026-06-07,2026-06-07
2506-20th-st,2506,20TH ST,4273020019,2026-06-07,2026-06-07
2506-28th-st,2506,28TH ST,4270014056,2026-06-07,2026-06-07
2506-4th-st,2506,4TH ST,4287008077,2026-06-07,2026-06-07
2506-5th-st,2506,5TH ST,,2026-06-07,2026-06-07
2506-pearl-st,2506,PEARL ST,,2026-06-07,2026-06-07
2507-18th-st,2507,18TH ST,,2026-06-07,2026-06-07
2507-20th-st,2507,20TH ST,4273019008,2026-06-07,2026-06-07
2507-26th-st,2507,26TH ST,,2026-06-07,2026-06-07
2507-28th-st,2507,28TH ST,4270015130,2026-06-07,2026-06-07
2507-29th-st,2507,29TH ST,,2026-06-07,2026-06-07
2507-31st-st,2507,31ST ST,4270020004,2026-06-07,2026-06-07
2507-3rd-st,2507,3RD ST,4287008020,2026-06-07,2026-06-07
2507-ocean-park-blvd,2507,OCEAN PARK BLVD,4270012046,2026-06-07,2026-06-07
2507-pearl-st,2507,PEARL ST,,2026-06-07,2026-06-07
2508-28th-st,2508,28TH ST,,2026-06-07,2026-06-07
2508-30th-st,2508,30TH ST,4270016078,2026-06-07,2026-06-07
2508-32nd-st,2508,32ND ST,,2026-06-07,2026-06-07
2508-3rd-st,2508,3RD ST,4287010003,2026-06-07,2026-06-07
2508-4th-st,2508,4TH ST,4287008078,2026-06-07,2026-06-07
2508-arizona-ave,2508,ARIZONA AVE,4276021026,2026-06-07,2026-06-07
2508-euclid-st,2508,EUCLID ST,4284024012,2026-06-07,2026-06-07
2508-kansas-ave,2508,KANSAS AVE,4274007013,2026-06-07,2026-06-07
2509-10th-st,2509,10TH ST,4284009011,2026-06-07,2026-06-07
2509-20th-st,2509,20TH ST,4273019008,2026-06-07,2026-06-07
2509-21st-st,2509,21ST ST,4273016007,2026-06-07,2026-06-07
251-14th-st,251,14TH ST,,2026-06-07,2026-06-07
251-21st-pl,251,21ST PL,4278024018,2026-06-07,2026-06-07
251-21st-st,251,21ST ST,,2026-06-07,2026-06-07
251-pacific-st,251,PACIFIC ST,4289017025,2026-06-07,2026-06-07
2510-11th-st,2510,11TH ST,4284009020,2026-06-07,2026-06-07
2510-4th-st,2510,4TH ST,4287008082,2026-06-07,2026-06-07
2510-5th-st,2510,5TH ST,,2026-06-07,2026-06-07
2510-7th-st,2510,7TH ST,,2026-06-07,2026-06-07
2510-arizona-ave,2510,ARIZONA AVE,4276021031,2026-06-07,2026-06-07
2510-euclid-st,2510,EUCLID ST,4284024012,2026-06-07,2026-06-07
2510-la-mesa-dr,2510,LA MESA DR,,2026-06-07,2026-06-07
2511-10th-st,2511,10TH ST,4284009011,2026-06-07,2026-06-07
2511-14th-st,2511,14TH ST,4284026003,2026-06-07,2026-06-07
2511-18th-st,2511,18TH ST,4273020010,2026-06-07,2026-06-07
2511-24th-st,2511,24TH ST,,2026-06-07,2026-06-07
2511-29th-st,2511,29TH ST,,2026-06-07,2026-06-07
2511-31st-st,2511,31ST ST,,2026-06-07,2026-06-07
2511-4th-st,2511,4TH ST,4287007004,2026-06-07,2026-06-07
2511-arizona-ave,2511,ARIZONA AVE,,2026-06-07,2026-06-07
2511-beverley-ave,2511,BEVERLEY AVE,4287003006,2026-06-07,2026-06-07
2511-centinela-ave,2511,CENTINELA AVE,4270010016,2026-06-07,2026-06-07
2511-euclid-st,2511,EUCLID ST,4284025004,2026-06-07,2026-06-07
2512-11th-st,2512,11TH ST,4284009020,2026-06-07,2026-06-07
2512-16th-st,2512,16TH ST,4284026016,2026-06-07,2026-06-07
2512-28th-st,2512,28TH ST,,2026-06-07,2026-06-07
2512-2nd-st,2512,2ND ST,4288001015,2026-06-07,2026-06-07
2512-4th-st,2512,4TH ST,4287008083,2026-06-07,2026-06-07
2512-beverley-ave,2512,BEVERLEY AVE,,2026-06-07,2026-06-07
2512-california-ave,2512,CALIFORNIA AVE,,2026-06-07,2026-06-07
2512-kansas-ave,2512,KANSAS AVE,4274007014,2026-06-07,2026-06-07
2512-montana-ave,2512,MONTANA AVE,4277001013,2026-06-07,2026-06-07
2512-virginia-ave,2512,VIRGINIA AVE,4274005902,2026-06-07,2026-06-07
2513-20th-st,2513,20TH ST,4273019009,2026-06-07,2026-06-07
2513-28th-st,2513,28TH ST,4270015051,2026-06-07,2026-06-07
2513-2nd-st,2513,2ND ST,4287010039,2026-06-07,2026-06-07
2513-3rd-st,2513,3RD ST,,2026-06-07,2026-06-07
2513-euclid-st,2513,EUCLID ST,,2026-06-07,2026-06-07
2513-ocean-park-blvd,2513,OCEAN PARK BLVD,4270012045,2026-06-07,2026-06-07
2514-28th-st,2514,28TH ST,,2026-06-07,2026-06-07
2514-2nd-st,2514,2ND ST,4288001016,2026-06-07,2026-06-07
2514-31st-st,2514,31ST ST,,2026-06-07,2026-06-07
2514-34th-st,2514,34TH ST,4270018051,2026-06-07,2026-06-07
2514-3rd-st,2514,3RD ST,,2026-06-07,2026-06-07
2514-4th-st,2514,4TH ST,4287008084,2026-06-07,2026-06-07
2514-5th-st,2514,5TH ST,4287007035,2026-06-07,2026-06-07
2514-euclid-st,2514,EUCLID ST,4284024011,2026-06-07,2026-06-07
2515-21st-st,2515,21ST ST,,2026-06-07,2026-06-07
2515-euclid-st,2515,EUCLID ST,,2026-06-07,2026-06-07
2515-la-mesa-dr,2515,LA MESA DR,,2026-06-07,2026-06-07
2515-ocean-park-blvd,2515,OCEAN PARK BLVD,4270012045,2026-06-07,2026-06-07
2516-28th-st,2516,28TH ST,,2026-06-07,2026-06-07
2516-31st-st,2516,31ST ST,4270021041,2026-06-07,2026-06-07
2516-34th-st,2516,34TH ST,4270018051,2026-06-07,2026-06-07
2516-4th-st,2516,4TH ST,4287008085,2026-06-07,2026-06-07
2516-5th-st,2516,5TH ST,4287007035,2026-06-07,2026-06-07
2516-arizona-ave,2516,ARIZONA AVE,,2026-06-07,2026-06-07
2516-california-ave,2516,CALIFORNIA AVE,4276001003,2026-06-07,2026-06-07
2516-cloverfield-blvd,2516,CLOVERFIELD BLVD,,2026-06-07,2026-06-07
2516-virginia-ave,2516,VIRGINIA AVE,4274004076,2026-06-07,2026-06-07
2517-20th-st,2517,20TH ST,4273019010,2026-06-07,2026-06-07
2517-23rd-st,2517,23RD ST,,2026-06-07,2026-06-07
2517-28th-st,2517,28TH ST,4270015141,2026-06-07,2026-06-07
2517-2nd-st,2517,2ND ST,4287010014,2026-06-07,2026-06-07
2517-31st-st,2517,31ST ST,4270020006,2026-06-07,2026-06-07
2517-34th-st,2517,34TH ST,4270017001,2026-06-07,2026-06-07
2517-3rd-st,2517,3RD ST,,2026-06-07,2026-06-07
2517-la-mesa-dr,2517,LA MESA DR,,2026-06-07,2026-06-07
2517-pearl-st,2517,PEARL ST,,2026-06-07,2026-06-07
2518-22nd-st,2518,22ND ST,,2026-06-07,2026-06-07
2518-28th-st,2518,28TH ST,,2026-06-07,2026-06-07
2518-31st-st,2518,31ST ST,,2026-06-07,2026-06-07
2518-4th-st,2518,4TH ST,4287008023,2026-06-07,2026-06-07
2518-7th-st,2518,7TH ST,4287003002,2026-06-07,2026-06-07
2518-kansas-ave,2518,KANSAS AVE,4274007015,2026-06-07,2026-06-07
2518-main-st,2518,MAIN ST,4288014007,2026-06-07,2026-06-07
2518-virginia-ave,2518,VIRGINIA AVE,4274004081,2026-06-07,2026-06-07
2519-10th-st,2519,10TH ST,4284009010,2026-06-07,2026-06-07
2519-21st-st,2519,21ST ST,,2026-06-07,2026-06-07
2519-28th-st,2519,28TH ST,4270015141,2026-06-07,2026-06-07
2519-2nd-st,2519,2ND ST,4287010014,2026-06-07,2026-06-07
2519-34th-st,2519,34TH ST,4270017001,2026-06-07,2026-06-07
2519-4th-st,2519,4TH ST,4287007058,2026-06-07,2026-06-07
2519-7th-st,2519,7TH ST,4287002002,2026-06-07,2026-06-07
2519-arizona-ave,2519,ARIZONA AVE,4276020015,2026-06-07,2026-06-07
2519-cloverfield-blvd,2519,CLOVERFIELD BLVD,,2026-06-07,2026-06-07
2519-kansas-ave,2519,KANSAS AVE,,2026-06-07,2026-06-07
2519-virginia-ave,2519,VIRGINIA AVE,4274003032,2026-06-07,2026-06-07
252-14th-st,252,14TH ST,,2026-06-07,2026-06-07
252-21st-st,252,21ST ST,,2026-06-07,2026-06-07
252-strand-st,252,STRAND ST,4289015012,2026-06-07,2026-06-07
2520-23rd-st,2520,23RD ST,,2026-06-07,2026-06-07
2520-26th-st,2520,26TH ST,,2026-06-07,2026-06-07
2520-28th-st,2520,28TH ST,,2026-06-07,2026-06-07
2520-3rd-st,2520,3RD ST,4287010005,2026-06-07,2026-06-07
2520-4th-st,2520,4TH ST,4287008023,2026-06-07,2026-06-07
2520-5th-st,2520,5TH ST,4287007039,2026-06-07,2026-06-07
2520-arizona-ave,2520,ARIZONA AVE,4276021048,2026-06-07,2026-06-07
2520-euclid-st,2520,EUCLID ST,4284024010,2026-06-07,2026-06-07
2520-la-mesa-dr,2520,LA MESA DR,,2026-06-07,2026-06-07
2520-montana-ave,2520,MONTANA AVE,4277001002,2026-06-07,2026-06-07
2520-santa-monica-blvd,2520,SANTA MONICA BLVD,4275001024,2026-06-07,2026-06-07
2520-virginia-ave,2520,VIRGINIA AVE,4274004028,2026-06-07,2026-06-07
2521-10th-st,2521,10TH ST,4284009010,2026-06-07,2026-06-07
2521-28th-st,2521,28TH ST,4270015141,2026-06-07,2026-06-07
2521-33rd-st,2521,33RD ST,4270018004,2026-06-07,2026-06-07
2521-34th-st,2521,34TH ST,4270017001,2026-06-07,2026-06-07
2521-6th-st,2521,6TH ST,,2026-06-07,2026-06-07
2521-7th-st,2521,7TH ST,4287002002,2026-06-07,2026-06-07
2521-beverley-ave,2521,BEVERLEY AVE,4287003007,2026-06-07,2026-06-07
2521-centinela-ave,2521,CENTINELA AVE,4270017035,2026-06-07,2026-06-07
2521-euclid-st,2521,EUCLID ST,4284025001,2026-06-07,2026-06-07
2522-20th-st,2522,20TH ST,4273020023,2026-06-07,2026-06-07
2522-21st-st,2522,21ST ST,4273019026,2026-06-07,2026-06-07
2522-24th-st,2522,24TH ST,,2026-06-07,2026-06-07
2522-28th-st,2522,28TH ST,,2026-06-07,2026-06-07
2522-4th-st,2522,4TH ST,4287008023,2026-06-07,2026-06-07
2522-beverley-ave,2522,BEVERLEY AVE,4287005031,2026-06-07,2026-06-07
2522-kansas-ave,2522,KANSAS AVE,4274007016,2026-06-07,2026-06-07
2522-montana-ave,2522,MONTANA AVE,4277001002,2026-06-07,2026-06-07
2522-washington-ave,2522,WASHINGTON AVE,,2026-06-07,2026-06-07
2523-10th-st,2523,10TH ST,4284009010,2026-06-07,2026-06-07
2523-23rd-st,2523,23RD ST,4273012008,2026-06-07,2026-06-07
2523-29th-st,2523,29TH ST,,2026-06-07,2026-06-07
2523-3rd-st,2523,3RD ST,4287008026,2026-06-07,2026-06-07
2523-arizona-ave,2523,ARIZONA AVE,4276020015,2026-06-07,2026-06-07
2523-euclid-st,2523,EUCLID ST,4284025001,2026-06-07,2026-06-07
2524-20th-st,2524,20TH ST,4273020023,2026-06-07,2026-06-07
2524-21st-st,2524,21ST ST,4273019026,2026-06-07,2026-06-07
2524-23rd-st,2524,23RD ST,,2026-06-07,2026-06-07
2524-34th-st,2524,34TH ST,4270018051,2026-06-07,2026-06-07
2524-4th-st,2524,4TH ST,4287008024,2026-06-07,2026-06-07
2524-5th-st,2524,5TH ST,4287007006,2026-06-07,2026-06-07
2524-montana-ave,2524,MONTANA AVE,4277001002,2026-06-07,2026-06-07
2524-washington-ave,2524,WASHINGTON AVE,,2026-06-07,2026-06-07
2525-10th-st,2525,10TH ST,4284009010,2026-06-07,2026-06-07
2525-14th-st,2525,14TH ST,4284026030,2026-06-07,2026-06-07
2525-21st-st,2525,21ST ST,4273016010,2026-06-07,2026-06-07
2525-28th-st,2525,28TH ST,4270015053,2026-06-07,2026-06-07
2525-2nd-st,2525,2ND ST,4287010015,2026-06-07,2026-06-07
2525-31st-st,2525,31ST ST,,2026-06-07,2026-06-07
2525-4th-st,2525,4TH ST,4287007001,2026-06-07,2026-06-07
2525-7th-st,2525,7TH ST,4287002003,2026-06-07,2026-06-07
2525-beverley-ave,2525,BEVERLEY AVE,4287003008,2026-06-07,2026-06-07
2525-california-ave,2525,CALIFORNIA AVE,,2026-06-07,2026-06-07
2525-euclid-st,2525,EUCLID ST,4284025001,2026-06-07,2026-06-07
2525-kansas-ave,2525,KANSAS AVE,4274004058,2026-06-07,2026-06-07
2525-la-mesa-dr,2525,LA MESA DR,4407021013,2026-06-07,2026-06-07
2526-20th-st,2526,20TH ST,4273020023,2026-06-07,2026-06-07
2526-31st-st,2526,31ST ST,,2026-06-07,2026-06-07
2526-34th-st,2526,34TH ST,,2026-06-07,2026-06-07
2526-5th-st,2526,5TH ST,4287007007,2026-06-07,2026-06-07
2526-7th-st,2526,7TH ST,4287003001,2026-06-07,2026-06-07
2526-washington-ave,2526,WASHINGTON AVE,,2026-06-07,2026-06-07
2527-25th-st,2527,25TH ST,,2026-06-07,2026-06-07
2527-3rd-st,2527,3RD ST,4287008027,2026-06-07,2026-06-07
2527-euclid-st,2527,EUCLID ST,4284025001,2026-06-07,2026-06-07
2528-20th-st,2528,20TH ST,4273020023,2026-06-07,2026-06-07
2528-30th-st,2528,30TH ST,,2026-06-07,2026-06-07
2528-32nd-st,2528,32ND ST,,2026-06-07,2026-06-07
2528-4th-st,2528,4TH ST,4287008028,2026-06-07,2026-06-07
2528-7th-st,2528,7TH ST,4287003001,2026-06-07,2026-06-07
2529-6th-st,2529,6TH ST,,2026-06-07,2026-06-07
253-18th-st,253,18TH ST,,2026-06-07,2026-06-07
2530-20th-st,2530,20TH ST,4273020023,2026-06-07,2026-06-07
2530-7th-st,2530,7TH ST,4287003001,2026-06-07,2026-06-07
2530-beverley-ave,2530,BEVERLEY AVE,4287005008,2026-06-07,2026-06-07
2530-georgina-ave,2530,GEORGINA AVE,,2026-06-07,2026-06-07
2530-kansas-ave,2530,KANSAS AVE,4274007017,2026-06-07,2026-06-07
2530-montana-ave,2530,MONTANA AVE,4277001025,2026-06-07,2026-06-07
2531-kansas-ave,2531,KANSAS AVE,4274004058,2026-06-07,2026-06-07
2532-5th-st,2532,5TH ST,4287007008,2026-06-07,2026-06-07
2533-6th-st,2533,6TH ST,,2026-06-07,2026-06-07
2533-kansas-ave,2533,KANSAS AVE,4274004058,2026-06-07,2026-06-07
2534-7th-st,2534,7TH ST,4287003010,2026-06-07,2026-06-07
2534-beverley-ave,2534,BEVERLEY AVE,4287005007,2026-06-07,2026-06-07
2535-6th-st,2535,6TH ST,4287005005,2026-06-07,2026-06-07
2535-7th-st,2535,7TH ST,4287002005,2026-06-07,2026-06-07
2535-beverley-ave,2535,BEVERLEY AVE,4287003009,2026-06-07,2026-06-07
2535-kansas-ave,2535,KANSAS AVE,4274004059,2026-06-07,2026-06-07
2535-la-mesa-dr,2535,LA MESA DR,,2026-06-07,2026-06-07
2536-28th-st,2536,28TH ST,4270014053,2026-06-07,2026-06-07
2536-5th-st,2536,5TH ST,4287007010,2026-06-07,2026-06-07
2536-beverley-ave,2536,BEVERLEY AVE,4287005004,2026-06-07,2026-06-07
2537-6th-st,2537,6TH ST,4287005005,2026-06-07,2026-06-07
2539-7th-st,2539,7TH ST,4287002006,2026-06-07,2026-06-07
254-bicknell-ave,254,BICKNELL AVE,4289017020,2026-06-07,2026-06-07
2540-5th-st,2540,5TH ST,4287007010,2026-06-07,2026-06-07
2540-7th-st,2540,7TH ST,4287003011,2026-06-07,2026-06-07
2541-6th-st,2541,6TH ST,,2026-06-07,2026-06-07
2543-2nd-st,2543,2ND ST,4287010020,2026-06-07,2026-06-07
2544-3rd-st,2544,3RD ST,4287010009,2026-06-07,2026-06-07
2545-2nd-st,2545,2ND ST,4287010020,2026-06-07,2026-06-07
2545-beverley-ave,2545,BEVERLEY AVE,4287003009,2026-06-07,2026-06-07
2546-3rd-st,2546,3RD ST,4287010010,2026-06-07,2026-06-07
2546-kansas-ave,2546,KANSAS AVE,4274007018,2026-06-07,2026-06-07
2547-3rd-st,2547,3RD ST,4287011017,2026-06-07,2026-06-07
2548-3rd-st,2548,3RD ST,4287010010,2026-06-07,2026-06-07
2549-3rd-st,2549,3RD ST,4287011017,2026-06-07,2026-06-07
2551-3rd-st,2551,3RD ST,4287011017,2026-06-07,2026-06-07
2553-3rd-st,2553,3RD ST,4287011019,2026-06-07,2026-06-07
256-24th-st,256,24TH ST,,2026-06-07,2026-06-07
257-15th-st,257,15TH ST,,2026-06-07,2026-06-07
258-16th-st,258,16TH ST,,2026-06-07,2026-06-07
26-arcadia-ter,26,ARCADIA TER,4290018016,2026-06-07,2026-06-07
26-seaside-ter,26,SEASIDE TER,,2026-06-07,2026-06-07
260-19th-st,260,19TH ST,,2026-06-07,2026-06-07
2600-virginia-ave,2600,VIRGINIA AVE,4274004056,2026-06-07,2026-06-07
2601-14th-st,2601,14TH ST,4285004011,2026-06-07,2026-06-07
2601-20th-st,2601,20TH ST,4273019011,2026-06-07,2026-06-07
2601-22nd-st,2601,22ND ST,4273015010,2026-06-07,2026-06-07
2601-23rd-st,2601,23RD ST,4273012009,2026-06-07,2026-06-07
2601-24th-st,2601,24TH ST,,2026-06-07,2026-06-07
2601-25th-st,2601,25TH ST,,2026-06-07,2026-06-07
2601-28th-st,2601,28TH ST,4270015054,2026-06-07,2026-06-07
2601-2nd-st,2601,2ND ST,4287010041,2026-06-07,2026-06-07
2601-34th-st,2601,34TH ST,,2026-06-07,2026-06-07
2601-7th-st,2601,7TH ST,4287016018,2026-06-07,2026-06-07
2601-arizona-ave,2601,ARIZONA AVE,4267007019,2026-06-07,2026-06-07
2601-broadway,2601,BROADWAY,4267021015,2026-06-07,2026-06-07
2601-centinela-ave,2601,CENTINELA AVE,4270017034,2026-06-07,2026-06-07
2601-washington-ave,2601,WASHINGTON AVE,,2026-06-07,2026-06-07
2602-11th-st,2602,11TH ST,4285001024,2026-06-07,2026-06-07
2602-25th-st,2602,25TH ST,,2026-06-07,2026-06-07
2602-33rd-st,2602,33RD ST,,2026-06-07,2026-06-07
2602-34th-st,2602,34TH ST,,2026-06-07,2026-06-07
2602-3rd-st,2602,3RD ST,4287010022,2026-06-07,2026-06-07
2602-7th-st,2602,7TH ST,4287015047,2026-06-07,2026-06-07
2602-arizona-ave,2602,ARIZONA AVE,,2026-06-07,2026-06-07
2602-broadway,2602,BROADWAY,,2026-06-07,2026-06-07
2602-pearl-st,2602,PEARL ST,,2026-06-07,2026-06-07
2602-santa-monica-blvd,2602,SANTA MONICA BLVD,4267021006,2026-06-07,2026-06-07
2603-22nd-st,2603,22ND ST,4273015010,2026-06-07,2026-06-07
2603-23rd-st,2603,23RD ST,4273012009,2026-06-07,2026-06-07
2603-3rd-st,2603,3RD ST,4287011021,2026-06-07,2026-06-07
2603-7th-st,2603,7TH ST,4287016018,2026-06-07,2026-06-07
2603-broadway,2603,BROADWAY,4267021015,2026-06-07,2026-06-07
2603-centinela-ave,2603,CENTINELA AVE,4270017034,2026-06-07,2026-06-07
2604-11th-st,2604,11TH ST,4285001024,2026-06-07,2026-06-07
2604-28th-st,2604,28TH ST,4270014052,2026-06-07,2026-06-07
2604-santa-monica-blvd,2604,SANTA MONICA BLVD,4267021006,2026-06-07,2026-06-07
2605-14th-st,2605,14TH ST,4285004011,2026-06-07,2026-06-07
2605-28th-st,2605,28TH ST,4270015055,2026-06-07,2026-06-07
2605-29th-st,2605,29TH ST,,2026-06-07,2026-06-07
2605-30th-st,2605,30TH ST,,2026-06-07,2026-06-07
2605-31st-st,2605,31ST ST,,2026-06-07,2026-06-07
2605-32nd-st,2605,32ND ST,,2026-06-07,2026-06-07
2605-33rd-st,2605,33RD ST,,2026-06-07,2026-06-07
2605-7th-st,2605,7TH ST,4287016018,2026-06-07,2026-06-07
2605-broadway,2605,BROADWAY,4267021015,2026-06-07,2026-06-07
2605-centinela-ave,2605,CENTINELA AVE,4270017034,2026-06-07,2026-06-07
2606-11th-st,2606,11TH ST,4285001024,2026-06-07,2026-06-07
2606-29th-st,2606,29TH ST,,2026-06-07,2026-06-07
2606-30th-st,2606,30TH ST,,2026-06-07,2026-06-07
2606-32nd-st,2606,32ND ST,,2026-06-07,2026-06-07
2606-34th-st,2606,34TH ST,,2026-06-07,2026-06-07
2606-5th-st,2606,5TH ST,4287012023,2026-06-07,2026-06-07
2606-7th-st,2606,7TH ST,4287015048,2026-06-07,2026-06-07
2606-highland-ave,2606,HIGHLAND AVE,,2026-06-07,2026-06-07
2607-14th-st,2607,14TH ST,4285004011,2026-06-07,2026-06-07
2607-22nd-st,2607,22ND ST,4273015011,2026-06-07,2026-06-07
2607-23rd-st,2607,23RD ST,4273012010,2026-06-07,2026-06-07
2607-28th-st,2607,28TH ST,4270015056,2026-06-07,2026-06-07
2607-2nd-st,2607,2ND ST,,2026-06-07,2026-06-07
2607-34th-st,2607,34TH ST,,2026-06-07,2026-06-07
2607-3rd-st,2607,3RD ST,4287011024,2026-06-07,2026-06-07
2607-6th-st,2607,6TH ST,4287014023,2026-06-07,2026-06-07
2607-7th-st,2607,7TH ST,4287016018,2026-06-07,2026-06-07
2607-broadway,2607,BROADWAY,4267021015,2026-06-07,2026-06-07
2607-centinela-ave,2607,CENTINELA AVE,4270017034,2026-06-07,2026-06-07
2608-11th-st,2608,11TH ST,4285001024,2026-06-07,2026-06-07
2608-22nd-st,2608,22ND ST,4273016013,2026-06-07,2026-06-07
2608-23rd-st,2608,23RD ST,4273015026,2026-06-07,2026-06-07
2608-28th-st,2608,28TH ST,4270014051,2026-06-07,2026-06-07
2608-3rd-st,2608,3RD ST,4287010023,2026-06-07,2026-06-07
2608-5th-st,2608,5TH ST,,2026-06-07,2026-06-07
2608-arizona-ave,2608,ARIZONA AVE,4267008019,2026-06-07,2026-06-07
2608-cloverfield-blvd,2608,CLOVERFIELD BLVD,,2026-06-07,2026-06-07
2608-washington-ave,2608,WASHINGTON AVE,,2026-06-07,2026-06-07
2609-14th-st,2609,14TH ST,4285004011,2026-06-07,2026-06-07
2609-22nd-st,2609,22ND ST,4273015011,2026-06-07,2026-06-07
2609-23rd-st,2609,23RD ST,4273012010,2026-06-07,2026-06-07
2609-28th-st,2609,28TH ST,4270015056,2026-06-07,2026-06-07
2609-3rd-st,2609,3RD ST,4287011024,2026-06-07,2026-06-07
2609-broadway,2609,BROADWAY,4267021015,2026-06-07,2026-06-07
2609-centinela-ave,2609,CENTINELA AVE,4270017033,2026-06-07,2026-06-07
2609-euclid-st,2609,EUCLID ST,4285003002,2026-06-07,2026-06-07
261-18th-st,261,18TH ST,,2026-06-07,2026-06-07
2610-11th-st,2610,11TH ST,4285001024,2026-06-07,2026-06-07
2610-22nd-st,2610,22ND ST,4273016013,2026-06-07,2026-06-07
2610-23rd-st,2610,23RD ST,4273015026,2026-06-07,2026-06-07
2610-29th-st,2610,29TH ST,4270015072,2026-06-07,2026-06-07
2610-31st-st,2610,31ST ST,,2026-06-07,2026-06-07
2610-7th-st,2610,7TH ST,4287015049,2026-06-07,2026-06-07
2610-highland-ave,2610,HIGHLAND AVE,4287014003,2026-06-07,2026-06-07
2610-santa-monica-blvd,2610,SANTA MONICA BLVD,,2026-06-07,2026-06-07
2611-11th-st,2611,11TH ST,,2026-06-07,2026-06-07
2611-14th-st,2611,14TH ST,4285004011,2026-06-07,2026-06-07
2611-22nd-st,2611,22ND ST,4273015011,2026-06-07,2026-06-07
2611-25th-st,2611,25TH ST,4270011052,2026-06-07,2026-06-07
2611-28th-st,2611,28TH ST,4270015057,2026-06-07,2026-06-07
2611-34th-st,2611,34TH ST,4270017006,2026-06-07,2026-06-07
2611-4th-st,2611,4TH ST,4287012016,2026-06-07,2026-06-07
2611-arizona-ave,2611,ARIZONA AVE,4267007019,2026-06-07,2026-06-07
2611-centinela-ave,2611,CENTINELA AVE,4270017033,2026-06-07,2026-06-07
2611-euclid-st,2611,EUCLID ST,4285003002,2026-06-07,2026-06-07
2612-11th-st,2612,11TH ST,4285001024,2026-06-07,2026-06-07
2612-26th-st,2612,26TH ST,,2026-06-07,2026-06-07
2612-30th-st,2612,30TH ST,4270016070,2026-06-07,2026-06-07
2612-33rd-st,2612,33RD ST,4270019042,2026-06-07,2026-06-07
2612-34th-st,2612,34TH ST,4270018045,2026-06-07,2026-06-07
2612-3rd-st,2612,3RD ST,4287010024,2026-06-07,2026-06-07
2612-euclid-st,2612,EUCLID ST,4285002001,2026-06-07,2026-06-07
2612-highland-ave,2612,HIGHLAND AVE,,2026-06-07,2026-06-07
2612-montana-ave,2612,MONTANA AVE,4266013055,2026-06-07,2026-06-07
2612-santa-monica-blvd,2612,SANTA MONICA BLVD,4267021005,2026-06-07,2026-06-07
2612-washington-ave,2612,WASHINGTON AVE,,2026-06-07,2026-06-07
2613-14th-st,2613,14TH ST,4285004011,2026-06-07,2026-06-07
2613-24th-st,2613,24TH ST,,2026-06-07,2026-06-07
2613-28th-st,2613,28TH ST,4270015057,2026-06-07,2026-06-07
2613-34th-st,2613,34TH ST,4270017006,2026-06-07,2026-06-07
2613-5th-st,2613,5TH ST,,2026-06-07,2026-06-07
