parcel_id,street_number,street_name,apn,first_seen_at,last_drilled_at
1030-3rd-st,1030,3RD ST,,2026-06-07,2026-06-07
1030-4th-st,1030,4TH ST,4292019006,2026-06-07,2026-06-07
1030-5th-st,1030,5TH ST,4292014006,2026-06-07,2026-06-07
1030-bay-st,1030,BAY ST,,2026-06-07,2026-06-07
1030-chelsea-ave,1030,CHELSEA AVE,,2026-06-07,2026-06-07
1030-georgina-ave,1030,GEORGINA AVE,4280011001,2026-06-07,2026-06-07
1030-idaho-ave,1030,IDAHO AVE,4281025001,2026-06-07,2026-06-07
1031-10th-st,1031,10TH ST,4281026010,2026-06-07,2026-06-07
1031-16th-st,1031,16TH ST,4281003015,2026-06-07,2026-06-07
1031-17th-st,1031,17TH ST,,2026-06-07,2026-06-07
1031-19th-st,1031,19TH ST,4277025004,2026-06-07,2026-06-07
1031-25th-st,1031,25TH ST,,2026-06-07,2026-06-07
1031-berkeley-st,1031,BERKELEY ST,,2026-06-07,2026-06-07
1031-cedar-st,1031,CEDAR ST,4284012005,2026-06-07,2026-06-07
1031-ocean-park-blvd,1031,OCEAN PARK BLVD,4284009004,2026-06-07,2026-06-07
1031-pico-blvd,1031,PICO BLVD,4283024001,2026-06-07,2026-06-07
1032-10th-st,1032,10TH ST,4281029007,2026-06-07,2026-06-07
1032-18th-st,1032,18TH ST,4277027015,2026-06-07,2026-06-07
1032-19th-st,1032,19TH ST,4277026103,2026-06-07,2026-06-07
1032-2nd-st,1032,2ND ST,4292027008,2026-06-07,2026-06-07
1032-3rd-st,1032,3RD ST,,2026-06-07,2026-06-07
1032-6th-st,1032,6TH ST,,2026-06-07,2026-06-07
1032-7th-st,1032,7TH ST,4292006025,2026-06-07,2026-06-07
1032-9th-st,1032,9TH ST,4281034008,2026-06-07,2026-06-07
1032-maple-st,1032,MAPLE ST,4284009017,2026-06-07,2026-06-07
1032-ocean-park-blvd,1032,OCEAN PARK BLVD,4285001027,2026-06-07,2026-06-07
1033-10th-st,1033,10TH ST,4281026010,2026-06-07,2026-06-07
1033-11th-st,1033,11TH ST,4281021018,2026-06-07,2026-06-07
1033-12th-st,1033,12TH ST,,2026-06-07,2026-06-07
1033-20th-st,1033,20TH ST,4277024007,2026-06-07,2026-06-07
1033-24th-st,1033,24TH ST,,2026-06-07,2026-06-07
1033-3rd-st,1033,3RD ST,4292019013,2026-06-07,2026-06-07
1033-4th-st,1033,4TH ST,4292014015,2026-06-07,2026-06-07
1033-6th-st,1033,6TH ST,4292006026,2026-06-07,2026-06-07
1033-9th-st,1033,9TH ST,4281029042,2026-06-07,2026-06-07
1033-bay-st,1033,BAY ST,4284016014,2026-06-07,2026-06-07
1033-euclid-st,1033,EUCLID ST,4281013017,2026-06-07,2026-06-07
1033-grant-st,1033,GRANT ST,4284015015,2026-06-07,2026-06-07
1033-harvard-st,1033,HARVARD ST,,2026-06-07,2026-06-07
1033-lincoln-blvd,1033,LINCOLN BLVD,4281034019,2026-06-07,2026-06-07
1033-maple-st,1033,MAPLE ST,,2026-06-07,2026-06-07
1033-ocean-ave,1033,OCEAN AVE,,2026-06-07,2026-06-07
1033-pacific-st,1033,PACIFIC ST,4284014014,2026-06-07,2026-06-07
1033-pearl-st,1033,PEARL ST,4284013017,2026-06-07,2026-06-07
1033-pine-st,1033,PINE ST,4284011003,2026-06-07,2026-06-07
1033-princeton-st,1033,PRINCETON ST,,2026-06-07,2026-06-07
1034-12th-st,1034,12TH ST,4281021007,2026-06-07,2026-06-07
1034-14th-st,1034,14TH ST,4281013007,2026-06-07,2026-06-07
1034-17th-st,1034,17TH ST,4281003025,2026-06-07,2026-06-07
1034-18th-st,1034,18TH ST,,2026-06-07,2026-06-07
1034-20th-st,1034,20TH ST,4277025016,2026-06-07,2026-06-07
1034-21st-st,1034,21ST ST,4277024014,2026-06-07,2026-06-07
1034-3rd-st,1034,3RD ST,,2026-06-07,2026-06-07
1034-4th-st,1034,4TH ST,,2026-06-07,2026-06-07
1034-5th-st,1034,5TH ST,4292014007,2026-06-07,2026-06-07
1034-6th-st,1034,6TH ST,,2026-06-07,2026-06-07
1034-9th-st,1034,9TH ST,4281034009,2026-06-07,2026-06-07
1034-bay-st,1034,BAY ST,4284015007,2026-06-07,2026-06-07
1034-euclid-st,1034,EUCLID ST,4281018008,2026-06-07,2026-06-07
1034-grant-st,1034,GRANT ST,4284014006,2026-06-07,2026-06-07
1034-ocean-park-blvd,1034,OCEAN PARK BLVD,4285001027,2026-06-07,2026-06-07
1034-pearl-st,1034,PEARL ST,4284012019,2026-06-07,2026-06-07
1034-pine-st,1034,PINE ST,,2026-06-07,2026-06-07
1034-princeton-st,1034,PRINCETON ST,4266015011,2026-06-07,2026-06-07
1035-17th-st,1035,17TH ST,4277027061,2026-06-07,2026-06-07
1035-19th-st,1035,19TH ST,,2026-06-07,2026-06-07
1035-21st-st,1035,21ST ST,,2026-06-07,2026-06-07
1035-5th-st,1035,5TH ST,4292011015,2026-06-07,2026-06-07
1035-9th-st,1035,9TH ST,4281029045,2026-06-07,2026-06-07
1035-bay-st,1035,BAY ST,4284016014,2026-06-07,2026-06-07
1035-centinela-ave,1035,CENTINELA AVE,,2026-06-07,2026-06-07
1035-franklin-st,1035,FRANKLIN ST,,2026-06-07,2026-06-07
1035-grant-st,1035,GRANT ST,4284015015,2026-06-07,2026-06-07
1036-22nd-st,1036,22ND ST,,2026-06-07,2026-06-07
1036-26th-st,1036,26TH ST,,2026-06-07,2026-06-07
1036-berkeley-st,1036,BERKELEY ST,,2026-06-07,2026-06-07
1036-centinela-ave,1036,CENTINELA AVE,4266002064,2026-06-07,2026-06-07
1036-hill-st,1036,HILL ST,4285012025,2026-06-07,2026-06-07
1037-10th-st,1037,10TH ST,4281026009,2026-06-07,2026-06-07
1037-11th-st,1037,11TH ST,4281021017,2026-06-07,2026-06-07
1037-12th-st,1037,12TH ST,4281018018,2026-06-07,2026-06-07
1037-16th-st,1037,16TH ST,,2026-06-07,2026-06-07
1037-18th-st,1037,18TH ST,4277026086,2026-06-07,2026-06-07
1037-19th-st,1037,19TH ST,,2026-06-07,2026-06-07
1037-2nd-st,1037,2ND ST,4292022015,2026-06-07,2026-06-07
1037-3rd-st,1037,3RD ST,4292019012,2026-06-07,2026-06-07
1037-4th-st,1037,4TH ST,4292014014,2026-06-07,2026-06-07
1037-5th-st,1037,5TH ST,4292011014,2026-06-07,2026-06-07
1037-9th-st,1037,9TH ST,4281029049,2026-06-07,2026-06-07
1037-bay-st,1037,BAY ST,,2026-06-07,2026-06-07
1037-euclid-st,1037,EUCLID ST,4281013016,2026-06-07,2026-06-07
1037-lincoln-blvd,1037,LINCOLN BLVD,4281034018,2026-06-07,2026-06-07
1037-maple-st,1037,MAPLE ST,4284010014,2026-06-07,2026-06-07
1037-ocean-park-blvd,1037,OCEAN PARK BLVD,4284009003,2026-06-07,2026-06-07
1037-pearl-st,1037,PEARL ST,4284013024,2026-06-07,2026-06-07
1037-stanford-st,1037,STANFORD ST,,2026-06-07,2026-06-07
1038-10th-st,1038,10TH ST,4281029008,2026-06-07,2026-06-07
1038-11th-st,1038,11TH ST,,2026-06-07,2026-06-07
1038-12th-st,1038,12TH ST,4281021008,2026-06-07,2026-06-07
1038-14th-st,1038,14TH ST,4281013008,2026-06-07,2026-06-07
1038-21st-st,1038,21ST ST,4277024071,2026-06-07,2026-06-07
1038-23rd-st,1038,23RD ST,,2026-06-07,2026-06-07
1038-25th-st,1038,25TH ST,,2026-06-07,2026-06-07
1038-2nd-st,1038,2ND ST,4292027009,2026-06-07,2026-06-07
1038-4th-st,1038,4TH ST,,2026-06-07,2026-06-07
1038-5th-st,1038,5TH ST,4292014008,2026-06-07,2026-06-07
1038-6th-st,1038,6TH ST,4292011008,2026-06-07,2026-06-07
1038-7th-st,1038,7TH ST,4292006008,2026-06-07,2026-06-07
1038-9th-st,1038,9TH ST,4281034010,2026-06-07,2026-06-07
1038-bay-st,1038,BAY ST,,2026-06-07,2026-06-07
1038-grant-st,1038,GRANT ST,4284014007,2026-06-07,2026-06-07
1038-maple-st,1038,MAPLE ST,4284009018,2026-06-07,2026-06-07
1038-pacific-st,1038,PACIFIC ST,,2026-06-07,2026-06-07
1038-palisades-beach-rd,1038,PALISADES BEACH RD,,2026-06-07,2026-06-07
1039-25th-st,1039,25TH ST,,2026-06-07,2026-06-07
1039-26th-st,1039,26TH ST,4266015033,2026-06-07,2026-06-07
1039-centinela-ave,1039,CENTINELA AVE,,2026-06-07,2026-06-07
1039-chelsea-ave,1039,CHELSEA AVE,,2026-06-07,2026-06-07
1039-grant-st,1039,GRANT ST,,2026-06-07,2026-06-07
1039-harvard-st,1039,HARVARD ST,,2026-06-07,2026-06-07
1039-maple-st,1039,MAPLE ST,4284010014,2026-06-07,2026-06-07
1039-pacific-st,1039,PACIFIC ST,4284014013,2026-06-07,2026-06-07
1039-pearl-st,1039,PEARL ST,4284013024,2026-06-07,2026-06-07
104-palisades-ave,104,PALISADES AVE,,2026-06-07,2026-06-07
1040-18th-st,1040,18TH ST,4277027013,2026-06-07,2026-06-07
1040-19th-st,1040,19TH ST,4277026010,2026-06-07,2026-06-07
1040-26th-st,1040,26TH ST,4277018018,2026-06-07,2026-06-07
1040-cedar-st,1040,CEDAR ST,,2026-06-07,2026-06-07
1040-euclid-st,1040,EUCLID ST,4281018009,2026-06-07,2026-06-07
1040-grant-st,1040,GRANT ST,4284014007,2026-06-07,2026-06-07
1040-ocean-park-blvd,1040,OCEAN PARK BLVD,4285001026,2026-06-07,2026-06-07
1040-princeton-st,1040,PRINCETON ST,,2026-06-07,2026-06-07
1041-17th-st,1041,17TH ST,4277027009,2026-06-07,2026-06-07
1041-18th-st,1041,18TH ST,,2026-06-07,2026-06-07
1041-19th-st,1041,19TH ST,4277025008,2026-06-07,2026-06-07
1041-20th-st,1041,20TH ST,4277024008,2026-06-07,2026-06-07
1041-21st-st,1041,21ST ST,4277023018,2026-06-07,2026-06-07
1041-2nd-st,1041,2ND ST,,2026-06-07,2026-06-07
1041-9th-st,1041,9TH ST,4281029015,2026-06-07,2026-06-07
1041-euclid-st,1041,EUCLID ST,4281013015,2026-06-07,2026-06-07
1041-lincoln-blvd,1041,LINCOLN BLVD,4281034040,2026-06-07,2026-06-07
1041-ocean-park-blvd,1041,OCEAN PARK BLVD,4284009002,2026-06-07,2026-06-07
1042-11th-st,1042,11TH ST,4281026005,2026-06-07,2026-06-07
1042-17th-st,1042,17TH ST,4281003009,2026-06-07,2026-06-07
1042-18th-st,1042,18TH ST,4277027013,2026-06-07,2026-06-07
1042-23rd-st,1042,23RD ST,,2026-06-07,2026-06-07
1042-2nd-st,1042,2ND ST,4292027010,2026-06-07,2026-06-07
1042-6th-st,1042,6TH ST,4292011026,2026-06-07,2026-06-07
1042-bay-st,1042,BAY ST,4284015009,2026-06-07,2026-06-07
1042-centinela-ave,1042,CENTINELA AVE,,2026-06-07,2026-06-07
1042-pearl-st,1042,PEARL ST,4284012021,2026-06-07,2026-06-07
1043-11th-st,1043,11TH ST,,2026-06-07,2026-06-07
1043-12th-st,1043,12TH ST,4281018060,2026-06-07,2026-06-07
1043-17th-st,1043,17TH ST,4277027009,2026-06-07,2026-06-07
1043-22nd-st,1043,22ND ST,,2026-06-07,2026-06-07
1043-25th-st,1043,25TH ST,,2026-06-07,2026-06-07
1043-4th-st,1043,4TH ST,4292014013,2026-06-07,2026-06-07
1043-5th-st,1043,5TH ST,4292011013,2026-06-07,2026-06-07
1043-centinela-ave,1043,CENTINELA AVE,,2026-06-07,2026-06-07
1043-grant-st,1043,GRANT ST,4284015013,2026-06-07,2026-06-07
1043-pacific-st,1043,PACIFIC ST,4284014012,2026-06-07,2026-06-07
1043-pearl-st,1043,PEARL ST,4284013015,2026-06-07,2026-06-07
1044-10th-st,1044,10TH ST,,2026-06-07,2026-06-07
1044-11th-st,1044,11TH ST,4281026005,2026-06-07,2026-06-07
1044-12th-st,1044,12TH ST,4281021009,2026-06-07,2026-06-07
1044-14th-st,1044,14TH ST,4281013009,2026-06-07,2026-06-07
1044-19th-st,1044,19TH ST,4277026076,2026-06-07,2026-06-07
1044-20th-st,1044,20TH ST,4277025047,2026-06-07,2026-06-07
1044-24th-st,1044,24TH ST,,2026-06-07,2026-06-07
1044-2nd-st,1044,2ND ST,4292027010,2026-06-07,2026-06-07
1044-3rd-st,1044,3RD ST,4292022007,2026-06-07,2026-06-07
1044-4th-st,1044,4th ST,4292019050,2026-06-07,2026-06-07
1044-5th-st,1044,5TH ST,,2026-06-07,2026-06-07
1044-7th-st,1044,7TH ST,4292006009,2026-06-07,2026-06-07
1044-9th-st,1044,9TH ST,4281034011,2026-06-07,2026-06-07
1044-bay-st,1044,BAY ST,4284015009,2026-06-07,2026-06-07
1044-euclid-st,1044,EUCLID ST,4281018010,2026-06-07,2026-06-07
1044-grant-st,1044,GRANT ST,,2026-06-07,2026-06-07
1044-maple-st,1044,MAPLE ST,4284009019,2026-06-07,2026-06-07
1044-ocean-park-blvd,1044,OCEAN PARK BLVD,4285001025,2026-06-07,2026-06-07
1044-pacific-st,1044,PACIFIC ST,4284013009,2026-06-07,2026-06-07
1045-17th-st,1045,17TH ST,4277027009,2026-06-07,2026-06-07
1045-20th-st,1045,20TH ST,4277024009,2026-06-07,2026-06-07
1045-23rd-st,1045,23RD ST,,2026-06-07,2026-06-07
1045-24th-st,1045,24TH ST,,2026-06-07,2026-06-07
1045-3rd-st,1045,3RD ST,4292019018,2026-06-07,2026-06-07
1045-6th-st,1045,6TH ST,4292006013,2026-06-07,2026-06-07
1045-harvard-st,1045,HARVARD ST,,2026-06-07,2026-06-07
1045-ocean-ave,1045,OCEAN AVE,4292027011,2026-06-07,2026-06-07
1046-18th-st,1046,18TH ST,4277027012,2026-06-07,2026-06-07
1046-22nd-st,1046,22ND ST,,2026-06-07,2026-06-07
1046-26th-st,1046,26TH ST,,2026-06-07,2026-06-07
1046-bay-st,1046,BAY ST,4284015009,2026-06-07,2026-06-07
1047-11th-st,1047,11TH ST,4281021034,2026-06-07,2026-06-07
1047-12th-st,1047,12TH ST,4281018016,2026-06-07,2026-06-07
1047-17th-st,1047,17TH ST,4277027009,2026-06-07,2026-06-07
1047-18th-st,1047,18TH ST,4277026021,2026-06-07,2026-06-07
1047-19th-st,1047,19TH ST,4277025009,2026-06-07,2026-06-07
1047-21st-st,1047,21ST ST,4277023019,2026-06-07,2026-06-07
1047-25th-st,1047,25TH ST,,2026-06-07,2026-06-07
1047-26th-st,1047,26TH ST,4266015031,2026-06-07,2026-06-07
1047-2nd-st,1047,2ND ST,4292022013,2026-06-07,2026-06-07
1047-4th-st,1047,4TH ST,4292014066,2026-06-07,2026-06-07
1047-9th-st,1047,9TH ST,4281029014,2026-06-07,2026-06-07
1047-bay-st,1047,BAY ST,4284016011,2026-06-07,2026-06-07
1047-berkeley-st,1047,BERKELEY ST,,2026-06-07,2026-06-07
1047-euclid-st,1047,EUCLID ST,4281013014,2026-06-07,2026-06-07
1047-grant-st,1047,GRANT ST,4284015022,2026-06-07,2026-06-07
1047-lincoln-blvd,1047,LINCOLN BLVD,4281034016,2026-06-07,2026-06-07
1047-ocean-park-blvd,1047,OCEAN PARK BLVD,4284009001,2026-06-07,2026-06-07
1047-pearl-st,1047,PEARL ST,4284013013,2026-06-07,2026-06-07
1048-10th-st,1048,10TH ST,,2026-06-07,2026-06-07
1048-14th-st,1048,14TH ST,4281013010,2026-06-07,2026-06-07
1048-17th-st,1048,17TH ST,4281003010,2026-06-07,2026-06-07
1048-18th-st,1048,18TH ST,4277027069,2026-06-07,2026-06-07
1048-19th-st,1048,19TH ST,4277026014,2026-06-07,2026-06-07
1048-3rd-st,1048,3RD ST,,2026-06-07,2026-06-07
1048-4th-st,1048,4TH ST,,2026-06-07,2026-06-07
1048-5th-st,1048,5TH ST,,2026-06-07,2026-06-07
1048-7th-st,1048,7TH ST,4292006010,2026-06-07,2026-06-07
1048-9th-st,1048,9TH ST,4281034073,2026-06-07,2026-06-07
1048-berkeley-st,1048,BERKELEY ST,,2026-06-07,2026-06-07
1048-grant-st,1048,GRANT ST,4284014010,2026-06-07,2026-06-07
1048-maple-st,1048,MAPLE ST,4284009020,2026-06-07,2026-06-07
1048-pearl-st,1048,PEARL ST,4284012022,2026-06-07,2026-06-07
1049-16th-st,1049,16TH ST,4281003043,2026-06-07,2026-06-07
1049-18th-st,1049,18TH ST,4277026021,2026-06-07,2026-06-07
1049-21st-st,1049,21ST ST,4277023020,2026-06-07,2026-06-07
105-palisades-ave,105,PALISADES AVE,4293015001,2026-06-07,2026-06-07
1050-10th-st,1050,10TH ST,,2026-06-07,2026-06-07
1050-12th-st,1050,12TH ST,4281021010,2026-06-07,2026-06-07
1050-3rd-st,1050,3RD ST,,2026-06-07,2026-06-07
1050-4th-st,1050,4TH ST,,2026-06-07,2026-06-07
1050-5th-st,1050,5TH ST,,2026-06-07,2026-06-07
1050-bay-st,1050,BAY ST,4284015010,2026-06-07,2026-06-07
1050-centinela-ave,1050,CENTINELA AVE,,2026-06-07,2026-06-07
1050-euclid-st,1050,EUCLID ST,4281018011,2026-06-07,2026-06-07
1050-princeton-st,1050,PRINCETON ST,4266015014,2026-06-07,2026-06-07
1051-11th-st,1051,11TH ST,4281021014,2026-06-07,2026-06-07
1051-20th-st,1051,20TH ST,4277024010,2026-06-07,2026-06-07
1051-4th-st,1051,4TH ST,,2026-06-07,2026-06-07
1051-centinela-ave,1051,CENTINELA AVE,,2026-06-07,2026-06-07
1052-17th-st,1052,17TH ST,4281003012,2026-06-07,2026-06-07
1052-18th-st,1052,18TH ST,4277027010,2026-06-07,2026-06-07
1052-3rd-st,1052,3RD ST,4292022009,2026-06-07,2026-06-07
1052-7th-st,1052,7TH ST,,2026-06-07,2026-06-07
1053-11th-st,1053,11TH ST,4281021014,2026-06-07,2026-06-07
1053-17th-st,1053,17TH ST,,2026-06-07,2026-06-07
1053-18th-st,1053,18TH ST,4277026022,2026-06-07,2026-06-07
1053-19th-st,1053,19TH ST,,2026-06-07,2026-06-07
1053-20th-st,1053,20TH ST,4277024010,2026-06-07,2026-06-07
1053-chelsea-ave,1053,CHELSEA AVE,4277019001,2026-06-07,2026-06-07
1053-harvard-st,1053,HARVARD ST,4266010057,2026-06-07,2026-06-07
1054-14th-st,1054,14TH ST,,2026-06-07,2026-06-07
1054-17th-st,1054,17TH ST,4281003012,2026-06-07,2026-06-07
1054-18th-st,1054,18TH ST,4277027010,2026-06-07,2026-06-07
1054-25th-st,1054,25TH ST,4277019006,2026-06-07,2026-06-07
1054-3rd-st,1054,3RD ST,4292022009,2026-06-07,2026-06-07
1054-princeton-st,1054,PRINCETON ST,,2026-06-07,2026-06-07
1055-11th-st,1055,11TH ST,4281021014,2026-06-07,2026-06-07
1055-19th-st,1055,19TH ST,,2026-06-07,2026-06-07
1055-20th-st,1055,20TH ST,4277024010,2026-06-07,2026-06-07
1055-26th-st,1055,26TH ST,,2026-06-07,2026-06-07
1055-5th-st,1055,5TH ST,4292011023,2026-06-07,2026-06-07
1055-euclid-st,1055,EUCLID ST,4281013013,2026-06-07,2026-06-07
1055-lincoln-blvd,1055,LINCOLN BLVD,4281034029,2026-06-07,2026-06-07
1056-3rd-st,1056,3RD ST,4292022009,2026-06-07,2026-06-07
1056-5th-st,1056,5TH ST,4292014011,2026-06-07,2026-06-07
1057-17th-st,1057,17TH ST,4277027031,2026-06-07,2026-06-07
1057-20th-st,1057,20TH ST,4277024010,2026-06-07,2026-06-07
1057-harvard-st,1057,HARVARD ST,,2026-06-07,2026-06-07
1058-3rd-st,1058,3RD ST,4292022009,2026-06-07,2026-06-07
1059-euclid-st,1059,EUCLID ST,4281013013,2026-06-07,2026-06-07
1059-princeton-st,1059,PRINCETON ST,,2026-06-07,2026-06-07
106-palisades-ave,106,PALISADES AVE,,2026-06-07,2026-06-07
1060-14th-st,1060,14TH ST,,2026-06-07,2026-06-07
1060-20th-st,1060,20TH ST,4277025023,2026-06-07,2026-06-07
1060-9th-st,1060,9TH ST,4281034013,2026-06-07,2026-06-07
1060-harvard-st,1060,HARVARD ST,4266015064,2026-06-07,2026-06-07
1062-princeton-st,1062,PRINCETON ST,,2026-06-07,2026-06-07
1063-26th-st,1063,26TH ST,,2026-06-07,2026-06-07
1063-harvard-st,1063,HARVARD ST,,2026-06-07,2026-06-07
1064-harvard-st,1064,HARVARD ST,4266015065,2026-06-07,2026-06-07
1064-stanford-st,1064,STANFORD ST,4266010025,2026-06-07,2026-06-07
1065-princeton-st,1065,PRINCETON ST,,2026-06-07,2026-06-07
1066-princeton-st,1066,PRINCETON ST,,2026-06-07,2026-06-07
107-larkin-pl,107,LARKIN PL,,2026-06-07,2026-06-07
108-foxtail-dr,108,FOXTAIL DR,,2026-06-07,2026-06-07
108-palisades-ave,108,PALISADES AVE,,2026-06-07,2026-06-07
11-sea-view-ter,11,SEA VIEW TER,,2026-06-07,2026-06-07
11-vicente-ter,11,VICENTE TER,4290020023,2026-06-07,2026-06-07
110-georgina-ave,110,GEORGINA AVE,4293007022,2026-06-07,2026-06-07
110-larkin-pl,110,LARKIN PL,,2026-06-07,2026-06-07
110-ocean-park-blvd,110,OCEAN PARK BLVD,,2026-06-07,2026-06-07
110-palisades-ave,110,PALISADES AVE,,2026-06-07,2026-06-07
110-pico-blvd,110,PICO BLVD,4289026008,2026-06-07,2026-06-07
1100-ocean-park-blvd,1100,OCEAN PARK BLVD,,2026-06-07,2026-06-07
1101-15th-st,1101,15TH ST,4281005054,2026-06-07,2026-06-07
1101-16th-st,1101,16TH ST,4281004022,2026-06-07,2026-06-07
1101-18th-st,1101,18TH ST,,2026-06-07,2026-06-07
1101-21st-st,1101,21ST ST,4276006004,2026-06-07,2026-06-07
1101-4th-st,1101,4TH ST,4292013025,2026-06-07,2026-06-07
1101-bay-st,1101,BAY ST,4284017006,2026-06-07,2026-06-07
1101-broadway,1101,BROADWAY,4282024016,2026-06-07,2026-06-07
1101-euclid-st,1101,EUCLID ST,4281012015,2026-06-07,2026-06-07
1101-grant-st,1101,GRANT ST,,2026-06-07,2026-06-07
1101-lincoln-blvd,1101,LINCOLN BLVD,,2026-06-07,2026-06-07
1101-marine-st,1101,MARINE ST,,2026-06-07,2026-06-07
1101-ozone-ave,1101,OZONE AVE,,2026-06-07,2026-06-07
1101-pacific-st,1101,PACIFIC ST,4284019012,2026-06-07,2026-06-07
1101-pearl-st,1101,PEARL ST,,2026-06-07,2026-06-07
1102-11th-st,1102,11TH ST,4281027030,2026-06-07,2026-06-07
1102-17th-st,1102,17TH ST,4281004001,2026-06-07,2026-06-07
1102-20th-st,1102,20TH ST,4276008022,2026-06-07,2026-06-07
1102-22nd-st,1102,22ND ST,4276006001,2026-06-07,2026-06-07
1102-23rd-st,1102,23RD ST,,2026-06-07,2026-06-07
1102-bay-st,1102,BAY ST,4284018011,2026-06-07,2026-06-07
1102-berkeley-st,1102,BERKELEY ST,,2026-06-07,2026-06-07
1102-cedar-st,1102,CEDAR ST,4284022024,2026-06-07,2026-06-07
1102-euclid-st,1102,EUCLID ST,4281019001,2026-06-07,2026-06-07
1102-idaho-ave,1102,IDAHO AVE,4281022027,2026-06-07,2026-06-07
1102-pico-blvd,1102,PICO BLVD,4284017007,2026-06-07,2026-06-07
1102-san-vicente-blvd,1102,SAN VICENTE BLVD,,2026-06-07,2026-06-07
1103-11th-st,1103,11TH ST,4281020022,2026-06-07,2026-06-07
1103-15th-st,1103,15TH ST,4281005055,2026-06-07,2026-06-07
1103-16th-st,1103,16TH ST,4281004022,2026-06-07,2026-06-07
1103-17th-st,1103,17TH ST,4276010011,2026-06-07,2026-06-07
1103-26th-st,1103,26TH ST,4266016067,2026-06-07,2026-06-07
1103-4th-st,1103,4TH ST,,2026-06-07,2026-06-07
1103-berkeley-st,1103,BERKELEY ST,,2026-06-07,2026-06-07
1103-california-ave,1103,CALIFORNIA AVE,4281021014,2026-06-07,2026-06-07
1103-ocean-park-blvd,1103,OCEAN PARK BLVD,4284024001,2026-06-07,2026-06-07
1104-17th-st,1104,17TH ST,4281004001,2026-06-07,2026-06-07
1104-20th-st,1104,20TH ST,4276008022,2026-06-07,2026-06-07
1104-california-ave,1104,CALIFORNIA AVE,4281020022,2026-06-07,2026-06-07
1104-franklin-st,1104,FRANKLIN ST,,2026-06-07,2026-06-07
1104-washington-ave,1104,WASHINGTON AVE,,2026-06-07,2026-06-07
1105-16th-st,1105,16TH ST,4281004022,2026-06-07,2026-06-07
1105-18th-st,1105,18TH ST,4276009026,2026-06-07,2026-06-07
1105-26th-st,1105,26TH ST,,2026-06-07,2026-06-07
1105-4th-st,1105,4TH ST,4292013027,2026-06-07,2026-06-07
1105-6th-st,1105,6TH ST,,2026-06-07,2026-06-07
1105-bay-st,1105,BAY ST,4284017006,2026-06-07,2026-06-07
1105-idaho-ave,1105,IDAHO AVE,4281023041,2026-06-07,2026-06-07
1105-pico-blvd,1105,PICO BLVD,4283025019,2026-06-07,2026-06-07
1106-22nd-st,1106,22ND ST,4276006002,2026-06-07,2026-06-07
1106-california-ave,1106,CALIFORNIA AVE,4281020023,2026-06-07,2026-06-07
1106-marine-st,1106,MARINE ST,4285035001,2026-06-07,2026-06-07
1106-princeton-st,1106,PRINCETON ST,4266016065,2026-06-07,2026-06-07
1106-washington-ave,1106,WASHINGTON AVE,,2026-06-07,2026-06-07
1107-10th-st,1107,10TH ST,4281027023,2026-06-07,2026-06-07
1107-11th-st,1107,11TH ST,4281020022,2026-06-07,2026-06-07
1107-16th-st,1107,16TH ST,4281004022,2026-06-07,2026-06-07
1107-17th-st,1107,17TH ST,4276010012,2026-06-07,2026-06-07
1107-18th-st,1107,18TH ST,4276009026,2026-06-07,2026-06-07
1107-19th-st,1107,19TH ST,4276008070,2026-06-07,2026-06-07
1107-21st-st,1107,21ST ST,4276006005,2026-06-07,2026-06-07
1107-4th-st,1107,4TH ST,,2026-06-07,2026-06-07
1107-arizona-ave,1107,ARIZONA AVE,,2026-06-07,2026-06-07
1107-bay-st,1107,BAY ST,4284017006,2026-06-07,2026-06-07
1107-california-ave,1107,CALIFORNIA AVE,4281021013,2026-06-07,2026-06-07
1107-ocean-park-blvd,1107,OCEAN PARK BLVD,4284024002,2026-06-07,2026-06-07
1107-ozone-ave,1107,OZONE AVE,,2026-06-07,2026-06-07
1108-15th-st,1108,15TH ST,4281011001,2026-06-07,2026-06-07
1108-18th-st,1108,18TH ST,,2026-06-07,2026-06-07
1108-19th-st,1108,19TH ST,4276009011,2026-06-07,2026-06-07
1108-6th-st,1108,6TH ST,,2026-06-07,2026-06-07
1108-cedar-st,1108,CEDAR ST,,2026-06-07,2026-06-07
1108-maple-st,1108,MAPLE ST,,2026-06-07,2026-06-07
1108-marine-st,1108,MARINE ST,,2026-06-07,2026-06-07
1108-washington-ave,1108,WASHINGTON AVE,,2026-06-07,2026-06-07
1109-15th-st,1109,15TH ST,4281005058,2026-06-07,2026-06-07
1109-20th-st,1109,20TH ST,4276007012,2026-06-07,2026-06-07
1109-21st-st,1109,21ST ST,4276006005,2026-06-07,2026-06-07
1109-2nd-st,1109,2ND ST,4292021014,2026-06-07,2026-06-07
1109-arizona-ave,1109,ARIZONA AVE,,2026-06-07,2026-06-07
1109-broadway,1109,BROADWAY,,2026-06-07,2026-06-07
1109-harvard-st,1109,HARVARD ST,,2026-06-07,2026-06-07
1109-marine-st,1109,MARINE ST,,2026-06-07,2026-06-07
1109-pearl-st,1109,PEARL ST,,2026-06-07,2026-06-07
1109-pico-blvd,1109,PICO BLVD,4283025019,2026-06-07,2026-06-07
111-esparta-way,111,ESPARTA WAY,,2026-06-07,2026-06-07
111-marguerita-ave,111,MARGUERITA AVE,4293007018,2026-06-07,2026-06-07
